12680,5.066050,0.035512,5.819627,0.131809,6.396569,0.024530,6.769158,0.507345,6.831281,0.384191
12660,5.033613,0.036226,5.861124,0.116521,6.715053,0.397412,6.795945,0.204133,6.859469,0.297136
12670,5.069887,0.035558,5.757580,0.177839,6.601960,0.039522,6.816293,0.301641,6.852033,0.497625
12690,5.066328,0.032004,5.771455,0.162557,6.562682,0.021470,6.779092,0.319424,6.837816,0.520616
12700,4.987946,0.037639,5.699931,0.173689,6.568387,0.020916,6.769370,0.370913,6.838553,0.498690
12710,5.038781,0.042042,5.835897,0.130090,6.426431,0.026810,6.775596,0.541286,6.902242,0.287096
12720,5.156645,0.032164,5.820206,0.164030,6.476379,0.014132,6.912014,0.354418,6.981238,0.533323
12730,5.026676,0.034765,5.724454,0.139723,6.687640,0.284732,6.762152,0.254510,6.826091,0.365200
12740,5.179940,0.030799,5.908811,0.136624,6.779912,0.134192,6.904897,0.340503,6.952258,0.469558
12750,5.148160,0.030834,5.865670,0.128959,6.482017,0.022365,6.873696,0.362393,6.882775,0.565204
12760,5.135648,0.035538,5.865199,0.128506,6.385400,0.010539,6.888857,0.476584,6.974160,0.442453
12770,5.048175,0.039542,5.789004,0.152922,6.360434,0.005510,6.883138,0.429385,6.944187,0.354395
12780,5.040534,0.038592,5.714637,0.177156,6.413401,0.005268,6.901802,0.297290,6.962472,0.526321
12790,5.174733,0.029378,5.892476,0.113232,6.566717,0.034452,6.860117,0.450144,6.918986,0.441207
12800,5.161955,0.026379,5.867799,0.123651,6.428127,0.007646,6.829831,0.389983,6.858436,0.578129
12810,5.097790,0.036973,5.833846,0.157275,6.401284,0.006575,6.900973,0.427896,6.922500,0.505260
12820,4.995680,0.040414,5.777798,0.147091,6.416075,0.013058,6.846050,0.432414,6.900438,0.414325
12830,4.915804,0.045061,5.737445,0.157638,6.412745,0.009842,6.863852,0.543578,6.933268,0.284505
12840,5.016280,0.042661,5.693681,0.198422,6.352600,0.007046,6.925300,0.260050,6.989665,0.493131
12850,4.944174,0.039376,5.766152,0.116963,6.198126,0.009571,6.698978,0.619876,6.766396,0.240737
12860,5.068106,0.035195,5.708124,0.208239,6.256561,0.006923,6.787886,0.301090,6.918206,0.524221
12870,4.957689,0.042579,5.819715,0.138160,6.515367,0.021501,6.783029,0.534109,6.875671,0.302687
12880,4.775545,0.051490,5.615627,0.193275,6.069700,0.003716,6.857176,0.457199,6.874624,0.211344
12890,4.791554,0.051792,5.637533,0.197563,6.026101,0.005583,6.802184,0.026834,6.922763,0.371297
12900,4.937172,0.051316,5.722156,0.168750,6.094513,0.008821,6.771503,0.009255,6.878800,0.544756
12910,5.030292,0.029331,5.655177,0.178437,6.310678,0.011037,6.672112,0.250574,6.768185,0.531264
12920,4.950506,0.037196,5.522170,0.211862,6.267335,0.009780,6.602756,0.258766,6.772293,0.419200
12930,4.962194,0.038663,5.784593,0.118498,6.339878,0.012771,6.682255,0.541050,6.777446,0.287130
12940,5.040220,0.040996,5.692090,0.216595,6.218199,0.007516,6.878381,0.296981,6.984904,0.435274
12950,4.814762,0.050444,5.705396,0.159014,6.151716,0.013069,6.764425,0.518708,6.876466,0.116607
12960,4.790611,0.054298,5.515026,0.222839,6.096561,0.011672,6.874047,0.130455,6.888911,0.210689
12970,4.861958,0.041559,5.577534,0.176563,6.410115,0.009260,6.685662,0.307542,6.761706,0.462918
12980,5.057622,0.036683,5.694049,0.195980,6.478663,0.009358,6.765275,0.327872,6.901144,0.513024
12990,4.974841,0.042565,5.770288,0.180915,6.149817,0.004730,6.781993,0.524828,6.854243,0.267904
13000,4.719187,0.054593,5.476582,0.241890,5.918922,0.004324,6.593943,0.014461,6.829361,0.235920
13010,4.654693,0.048188,5.600977,0.178696,6.334500,0.010508,6.702125,0.477665,6.802104,0.157708
13020,4.841441,0.059617,5.616744,0.228314,6.056034,0.004268,6.737424,0.006778,7.006487,0.352549
13030,4.708121,0.045718,5.558854,0.167071,5.805559,0.023035,6.385034,0.004814,6.690871,0.538965
13040,4.743744,0.047701,5.461160,0.228589,5.748896,0.016656,6.329651,0.003381,6.723868,0.279392
