17910,5.009204,0.035183,5.744282,0.166312,6.732213,0.348659,6.803577,0.531907,7.683146,0.002782
17860,5.093489,0.035660,5.798283,0.153514,6.873340,0.465589,6.965505,0.463657,7.842379,0.005664
17850,5.065602,0.030969,5.785383,0.149171,6.799398,0.303944,6.838946,0.583532,7.828729,0.004307
17870,5.009578,0.035295,5.799965,0.138752,6.810243,0.517872,6.855993,0.282961,7.685270,0.019686
17940,4.881844,0.048024,5.625174,0.200842,6.890579,0.255041,6.933477,0.482049,7.558611,0.023988
17930,4.858143,0.052072,5.738046,0.136945,6.775698,0.524716,6.928659,0.296214,7.729306,0.021648
17830,4.816447,0.050631,5.650585,0.173940,6.735153,0.412765,6.867200,0.336355,7.663850,0.019800
17840,4.931275,0.046172,5.680213,0.176116,6.748431,0.425329,6.852301,0.349280,7.609987,0.018659
17890,5.208563,0.029123,5.981580,0.083038,6.893705,0.586344,6.925093,0.312121,7.897517,0.106741
17920,4.944132,0.040519,5.664422,0.181236,6.818295,0.399121,6.867053,0.387487,7.749976,0.002211
17900,5.105941,0.032509,5.808216,0.144744,6.797484,0.376142,6.842091,0.516239,7.752662,0.024054
17880,5.041773,0.035650,5.695774,0.160635,6.830654,0.343294,6.917523,0.464786,7.825032,0.014248
17950,4.933877,0.040663,5.826256,0.134829,6.816427,0.600582,6.881190,0.225102,7.739715,0.000780
17960,4.968374,0.037358,5.666777,0.203098,6.743572,0.295408,6.817299,0.523611,7.736080,0.052889
17970,5.030252,0.032035,5.795408,0.135771,6.753077,0.454638,6.773016,0.417891,7.708305,0.010793
17980,5.107631,0.032266,5.879650,0.090938,6.850571,0.642289,6.901671,0.338027,7.725230,0.012104
17990,5.107413,0.043097,5.868034,0.143161,7.004307,0.518650,7.038986,0.352935,7.782573,0.013052
18000,4.682749,0.055237,5.525712,0.170690,6.690661,0.452058,6.875925,0.324393,7.575106,0.010219
18010,4.875351,0.047393,5.774445,0.119948,6.727167,0.574735,6.903255,0.270553,7.510679,0.005199
18030,5.120218,0.024502,5.926614,0.011724,6.655237,0.640049,6.772518,0.379155,7.666888,0.029461
18020,5.358916,0.020383,6.046265,0.104570,6.965553,0.366754,7.034887,0.595700,7.719798,0.008984
18040,4.809770,0.040385,5.547903,0.188513,6.669101,0.357631,6.795887,0.463972,7.659905,0.006914
18050,4.829753,0.051541,5.713310,0.167143,6.884450,0.510926,7.003368,0.239707,7.298550,0.047070
18060,4.969432,0.046901,5.748690,0.170840,6.862767,0.410577,6.992917,0.358086,7.599270,0.024706
18070,4.899935,0.040328,5.650137,0.162523,6.730188,0.359641,6.811507,0.449370,7.858155,0.012289
18080,5.071744,0.037936,5.815356,0.155027,6.837928,0.420435,6.934733,0.465177,7.679206,0.020436
18090,4.913993,0.044298,5.756800,0.170962,6.804499,0.545697,6.833781,0.195326,7.680674,0.049471
18100,4.670698,0.051400,5.429702,0.233570,6.680251,0.199102,6.824439,0.477493,7.511440,0.009891
18110,4.725181,0.053812,5.685274,0.157953,6.707171,0.431012,6.910366,0.259891,7.676498,0.064683
18120,4.959654,0.057045,5.755823,0.195485,7.012626,0.337881,7.145569,0.377414,7.658361,0.040576
18130,4.665952,0.056993,5.560116,0.191716,6.782522,0.472634,6.849057,0.267408,7.637401,0.005897
18140,4.709805,0.056246,5.635038,0.188260,6.785932,0.499484,6.901536,0.287895,7.575484,0.005931
18150,4.674836,0.056578,5.565662,0.221485,6.843485,0.470943,6.891647,0.156322,7.506696,0.015930
18160,4.555491,0.059601,5.379224,0.248397,6.806777,0.167060,6.964442,0.374199,7.302192,0.030854
18170,4.399052,0.058655,5.446264,0.189294,6.671520,0.455790,6.830050,0.165719,7.575078,0.010798
18180,4.717963,0.062366,5.635295,0.230232,7.086835,0.469921,7.170053,0.224107,7.751921,0.004107
18190,4.708422,0.050202,5.585840,0.190977,6.752388,0.472339,6.813607,0.164262,7.602135,0.015497
18200,4.783549,0.047840,5.651382,0.143826,6.612671,0.514186,6.781992,0.297079,7.567011,0.048499
18210,5.068986,0.041748,5.820352,0.208217,6.948242,0.295592,6.971854,0.454585,7.883283,0.047933
18220,4.779694,0.051088,5.681932,0.160918,6.699646,0.473676,6.835392,0.250012,7.487158,0.110547
18230,4.704253,0.045110,5.442397,0.214169,6.658027,0.192951,6.757997,0.439873,7.776372,0.184012
18240,4.876544,0.055013,5.678764,0.217890,7.074032,0.385139,7.093785,0.353779,7.882667,0.000559
18250,4.944274,0.048730,5.878282,0.137315,6.873675,0.582010,7.003606,0.245187,7.711455,0.054082
18260,4.896087,0.042387,5.683438,0.191101,6.798309,0.265991,6.836877,0.558114,7.712931,0.042112
18270,4.833099,0.052702,5.670972,0.188069,6.749800,0.540439,6.903923,0.286165,7.715928,0.035111
18280,4.881294,0.056655,5.825201,0.168852,6.860065,0.593403,7.021380,0.228760,7.771417,0.017534
18290,4.761114,0.054959,5.515025,0.224483,6.807586,0.344507,7.000358,0.406265,7.637326,0.007550
18300,4.676042,0.057475,5.680410,0.149204,6.761921,0.535042,6.955561,0.212427,7.752966,0.013395
18310,4.846835,0.056580,5.650793,0.230079,7.027136,0.231722,7.081672,0.456030,7.912264,0.022694
18320,4.716735,0.054468,5.674218,0.171353,6.743879,0.590197,6.834123,0.244312,7.606059,0.018060
18330,4.791934,0.052190,5.721525,0.185109,6.699017,0.476864,6.806950,0.272111,7.603161,0.075762
18340,4.845002,0.055695,5.782414,0.188101,6.885162,0.562185,7.015600,0.231983,7.862286,0.017753
18350,4.569331,0.072212,5.558871,0.197962,6.782618,0.513266,6.966955,0.255718,7.762831,0.021041
18370,4.769121,0.070640,5.691645,0.229013,7.067377,0.516668,7.202497,0.284232,7.460777,0.000624
18360,4.571592,0.058144,5.627961,0.179736,6.812136,0.527078,6.958378,0.151856,7.701735,0.007397
18380,4.852212,0.041511,5.709024,0.161924,6.758153,0.568403,6.801152,0.210819,7.786011,0.019415
18390,4.888333,0.035726,5.677299,0.142796,6.631434,0.493743,6.670474,0.399764,7.561311,0.028850
18400,5.023576,0.039449,5.770846,0.198011,6.904829,0.357093,6.943648,0.445414,7.726855,0.000200
18410,4.874880,0.050480,5.743327,0.198971,6.952169,0.504997,7.001343,0.266876,7.581346,0.000593
18420,4.526523,0.060367,5.534007,0.164740,6.677547,0.542556,6.888988,0.236872,7.416663,0.003671
18430,4.777572,0.063369,5.544831,0.233811,6.988485,0.415408,7.136729,0.292519,7.483597,0.023394
18440,4.833771,0.050385,5.845266,0.103609,6.752891,0.640103,6.944080,0.219972,7.631048,0.004875
18450,4.986061,0.036946,5.738596,0.165092,6.738226,0.328142,6.783173,0.557241,7.637482,0.048295
18460,4.998424,0.036865,5.794753,0.162495,6.791629,0.458548,6.806315,0.356878,7.810390,0.002163
18470,4.796240,0.052200,5.720187,0.156421,6.734061,0.547286,6.901869,0.247873,7.694389,0.008084
18480,4.738362,0.052691,5.556917,0.192336,6.857533,0.388386,6.978892,0.302469,7.409596,0.004819
18490,4.734579,0.058595,5.656238,0.180190,6.790543,0.524573,7.013826,0.280282,7.464876,0.002326
18500,4.832153,0.051433,5.720542,0.187747,6.893869,0.567222,7.066601,0.207741,7.630500,0.002745
18510,4.788428,0.048075,5.638900,0.199476,6.736699,0.510573,6.866518,0.317997,7.632070,0.000501
